*Time 	IG1
0	6.12303176911189E-18
0.000333333333333333	0.0104528463267653
0.000666666666666667	0.0207911690817759
0.001	0.0309016994374948
0.00133333333333333	0.04067366430758
0.00166666666666667	0.05
0.002	0.0587785252292473
0.00233333333333333	0.0669130606358858
0.00266666666666667	0.0743144825477394
0.003	0.0809016994374948
0.00333333333333333	0.0866025403784439
0.00366666666666667	0.0913545457642601
0.004	0.0951056516295154
0.00433333333333333	0.0978147600733806
0.00466666666666667	0.0994521895368273
0.005	0.1
0.00533333333333333	0.0994521895368273
0.00566666666666667	0.0978147600733806
0.006	0.0951056516295154
0.00633333333333333	0.0913545457642601
0.00666666666666666	0.0866025403784439
0.007	0.0809016994374948
0.00733333333333333	0.0743144825477395
0.00766666666666666	0.0669130606358859
0.008	0.0587785252292474
0.00833333333333333	0.05
0.00866666666666666	0.0406736643075801
0.009	0.0309016994374948
0.00933333333333333	0.020791169081776
0.00966666666666666	0.0104528463267654
0.01	9.49408737391244E-17
0.0103333333333333	-0.0104528463267652
0.0106666666666667	-0.0207911690817758
0.011	-0.0309016994374946
0.0113333333333333	-0.0406736643075799
0.0116666666666667	-0.0499999999999999
0.012	-0.0587785252292472
0.0123333333333333	-0.0669130606358857
0.0126666666666667	-0.0743144825477393
0.013	-0.0809016994374946
0.0133333333333333	-0.0866025403784438
0.0136666666666667	-0.09135454576426
0.014	-0.0951056516295153
0.0143333333333333	-0.0978147600733805
0.0146666666666667	-0.0994521895368273
0.015	-0.1
0.0153333333333333	-0.0994521895368274
0.0156666666666667	-0.0978147600733806
0.016	-0.0951056516295154
0.0163333333333333	-0.0913545457642601
0.0166666666666667	-0.0866025403784439
0.017	-0.0809016994374948
0.0173333333333333	-0.0743144825477395
0.0176666666666667	-0.0669130606358858
0.018	-0.0587785252292473
0.0183333333333333	-0.0499999999999999
0.0186666666666667	-0.0406736643075798
0.019	-0.0309016994374945
0.0193333333333333	-0.0207911690817757
0.0196666666666667	-0.0104528463267651
0.02	3.39189939156659E-16
0.0203333333333333	0.0104528463267657
0.0206666666666667	0.0207911690817764
0.021	0.0309016994374952
0.0213333333333334	0.0406736643075805
0.0216666666666667	0.0500000000000005
0.022	0.0587785252292478
0.0223333333333334	0.0669130606358863
0.0226666666666667	0.0743144825477399
0.023	0.0809016994374952
0.0233333333333334	0.0866025403784443
0.0236666666666667	0.0913545457642604
0.024	0.0951056516295156
0.0243333333333334	0.0978147600733808
0.0246666666666667	0.0994521895368274
0.025	0.1
0.0253333333333334	0.0994521895368272
0.0256666666666667	0.0978147600733803
0.026	0.095105651629515
0.0263333333333334	0.0913545457642596
0.0266666666666667	0.0866025403784433
0.027	0.080901699437494
0.0273333333333334	0.0743144825477385
0.0276666666666667	0.0669130606358848
0.028	0.0587785252292462
0.0283333333333334	0.0499999999999987
0.0286666666666667	0.0406736643075786
0.0290000000000001	0.0309016994374933
0.0293333333333334	0.0207911690817744
0.0296666666666667	0.0104528463267637
0.0300000000000001	-1.72582488664613E-15
0.0303333333333334	-0.0104528463267671
0.0306666666666667	-0.0207911690817777
0.0310000000000001	-0.0309016994374965
0.0313333333333334	-0.0406736643075817
0.0316666666666667	-0.0500000000000016
0.0320000000000001	-0.0587785252292487
0.0323333333333334	-0.0669130606358871
0.0326666666666667	-0.0743144825477405
0.0330000000000001	-0.0809016994374957
0.0333333333333334	-0.0866025403784446
0.0336666666666667	-0.0913545457642607
0.034	-0.0951056516295158
0.0343333333333334	-0.0978147600733808
0.0346666666666667	-0.0994521895368275
0.035	-0.1
0.0353333333333334	-0.0994521895368272
0.0356666666666667	-0.0978147600733803
0.036	-0.0951056516295151
0.0363333333333334	-0.0913545457642597
0.0366666666666667	-0.0866025403784434
0.037	-0.0809016994374943
0.0373333333333334	-0.0743144825477389
0.0376666666666667	-0.0669130606358853
0.038	-0.0587785252292468
0.0383333333333334	-0.0499999999999995
0.0386666666666667	-0.0406736643075796
0.039	-0.0309016994374943
0.0393333333333333	-0.0207911690817755
0.0396666666666667	-0.0104528463267651
0.04	2.28167636694143E-16
0.0403333333333333	0.0104528463267655
0.0406666666666667	0.020791169081776
0.041	0.0309016994374948
0.0413333333333333	0.04067366430758
0.0416666666666667	0.0499999999999999
0.042	0.0587785252292472
0.0423333333333333	0.0669130606358857
0.0426666666666667	0.0743144825477392
0.043	0.0809016994374946
0.0433333333333333	0.0866025403784437
0.0436666666666666	0.0913545457642599
0.044	0.0951056516295152
0.0443333333333333	0.0978147600733804
0.0446666666666666	0.0994521895368273
0.045	0.1
0.0453333333333333	0.0994521895368274
0.0456666666666666	0.0978147600733807
0.046	0.0951056516295156
0.0463333333333333	0.0913545457642605
0.0466666666666666	0.0866025403784444
0.047	0.0809016994374954
0.0473333333333333	0.0743144825477402
0.0476666666666666	0.0669130606358867
0.048	0.0587785252292484
0.0483333333333333	0.0500000000000012
0.0486666666666666	0.0406736643075813
0.049	0.0309016994374961
0.0493333333333333	0.0207911690817774
0.0496666666666666	0.010452846326767
0.0499999999999999	1.69366202919935E-15
0.0503333333333333	-0.0104528463267636
0.0506666666666666	-0.0207911690817742
0.0509999999999999	-0.030901699437493
0.0513333333333333	-0.0406736643075782
0.0516666666666666	-0.0499999999999983
0.0519999999999999	-0.0587785252292457
0.0523333333333333	-0.0669130606358842
0.0526666666666666	-0.074314482547738
0.0529999999999999	-0.0809016994374934
0.0533333333333333	-0.0866025403784427
0.0536666666666666	-0.0913545457642591
0.0539999999999999	-0.0951056516295146
0.0543333333333333	-0.09781476007338
0.0546666666666666	-0.0994521895368271
0.0549999999999999	-0.1
0.0553333333333332	-0.0994521895368276
0.0556666666666666	-0.0978147600733811
0.0559999999999999	-0.0951056516295162
0.0563333333333332	-0.0913545457642613
0.0566666666666666	-0.0866025403784453
0.0569999999999999	-0.0809016994374965
0.0573333333333332	-0.0743144825477415
0.0576666666666666	-0.0669130606358881
0.0579999999999999	-0.0587785252292499
0.0583333333333332	-0.0500000000000028
0.0586666666666666	-0.0406736643075831
0.0589999999999999	-0.030901699437498
0.0593333333333332	-0.0207911690817793
0.0596666666666666	-0.0104528463267689
0.0599999999999999	-3.57108277410784E-15
0.0603333333333332	0.0104528463267618
0.0606666666666665	0.0207911690817724
0.0609999999999999	0.0309016994374912
0.0613333333333332	0.0406736643075766
0.0616666666666665	0.0499999999999967
0.0619999999999999	0.0587785252292442
0.0623333333333332	0.0669130606358829
0.0626666666666665	0.0743144825477368
0.0629999999999999	0.0809016994374925
0.0633333333333332	0.086602540378442
0.0636666666666665	0.0913545457642587
0.0639999999999999	0.0951056516295143
0.0643333333333332	0.0978147600733799
0.0646666666666666	0.099452189536827
